id;album;track;lyrics
91;Revolver;Good Day Sunshine;Good day sunshine, good day sunshine, good day sunshine I need to laugh and when the sun is out I've got something I can laugh about I feel good in a special way I'm in love and it's a sunny day Good day sunshine, good day sunshine, good day sunshine We take a walk, the sun is shining down Burns my feet as they touch the ground Good day sunshine, good day sunshine, good day sunshine Then we'd lie beneath the shady tree I love her and she's loving me She feels good, she knows she's looking fine I'm so proud to know that she is mine Good day sunshine, good day sunshine, good day sunshine Good day sunshine, good day sunshine, good day sunshine...
92;Revolver;And Your Bird Can Sing;Tell me that you've got everything you want And your bird can sing But you don't get me You don't get me You say you've seen seven wonders And your bird is green But you can't see me You can't see me When your prized possessions Start to wear you down Look in my direction I'll be round, I'll be round When your bird is broken Will it bring you down You may be awoken I'll be round, I'll be round You tell me that you've heard every sound there is And your bird can swing But you can't hear me You can't hear me
93;Revolver;For No One;Your day breaks, your mind aches You find that all the words of kindness linger on When she no longer needs you She wakes up, she makes up She takes her time and doesn't feel she has to hurry She no longer needs you And in her eyes you see nothing No sign of love behind the tears cried for no one A love that should have lasted years You want her, you need her And yet you don't believe her when she says her love is dead You think she needs you And in her eyes you see nothing No sign of love behind the tears cried for no one A love that should have lasted years You stay home, she goes out She says that long ago she knew someone but now he's gone She doesn't need him Your day breaks, your mind aches There will be times when all the thing she said will fill your head You won't forget her And in her eyes you see nothing No sign of love behind the tears cried for no one A love that should have lasted years
94;Revolver;Doctor Robert;Ring, my friend I said you'd call Doctor Robert Day or night he'll be there any time at all Doctor Robert Doctor Robert You're a new and better man He help you to understand He does everything he can Doctor Robert If you're down he'll pick you up Doctor Robert Take a drink from his special cup Doctor Robert Doctor Robert He's a man you must believe Helping anyone in need No one can succeed like Doctor Robert Well, well, well, you're feeling fine Well, well, well, he'll make you Doctor Robert My friend works for the National Health Doctor Robert Don't pay money just to see yourself Doctor Robert Doctor Robert You're a new and better man He help you to understand He does everything he can Doctor Robert Well, well, well, you're feeling fine Well, well, well, he'll make you Doctor Robert Ring, my friend I said you'd call Doctor Robert Doctor Robert
95;Revolver;I Want to Tell You;I want to tell you, my head is filled with things to say When you're here all those words they seem to slip away When I get near you the games begin to drag me down It's alright, I'll make you maybe next time around But if I seem to act unkind It's only me, it's not my mind That is confusing things I want to tell you, I feel hung up and I don't know why I don't mind, I could wait for ever, I've got time Sometimes I wish I knew you well Then I could speak my mind and tell you Maybe you'd understand I want to tell you, I feel hung up and I don't know why I don't mind, I could wait for ever, I've got time I've got time, I've got time
96;Revolver;Got to Get You into My Life;I was alone, I took a ride I didn't know what I would find there Another road where maybe I could see another kind of mind there Ooo, then I suddenly see you Ooo, did I tell you I need you Every single day of my life You didn't run, you didn't hide And had you gone, you knew in time We'd meet again for I had told you Ooo, you were meant to be near me Ooo, and I want you to hear me Say we'll be together every day Got to get you into my life What can I do, what can I be When I'm with you I want to stay there If I'm true I'll never leave And if I do I know the way there Ooo, then I suddenly see you Ooo, did I tell you I need you Every single day of my life Got to get you into my life I was alone, I took a ride I didn't know what I would find there Another road where maybe I could see another kind of mind there Ooo, then I suddenly see you Ooo, did I tell you I need you Every single day
97;Revolver;Tomorrow Never Knows;Turn off your mind, relax and flow downstream It is not dying, it is not dying Lay down all thoughts, surrender to the void It is shining, it is shining That you may see the meaning of within It is being, it is being That love is all and love is everyone It is knowing, it is knowing That ignorance and haste may mourn the dead It is believing, it is believing But listen to the colour of your dreams It is not living, it is not living Or play the game 'Existence' to the end Of the beginning, of the beginning...
98;Sgt. Pepper's Lonely Hearts Club Band;Sgt. Pepper's Lonely Hearts Club Band;It was twenty years ago today That Sergeant Pepper taught the band to play They've been going in and out of style But they're guaranteed to raise a smile So may I introduce to you The act you've known for all these years Sgt. Pepper's Lonely Hearts Club Band We're Sgt. Pepper's Lonely Hearts Club Band We hope you will enjoy the show Sgt. Pepper's Lonely Hearts Club Band Sit back and let the evening go Sgt. Pepper's Lonely, Sgt. Pepper's Lonely Sgt. Pepper's Lonely Hearts Club Band It's wonderful to be here It's certainly a thrill You're such a lovely audience We'd like to take you home with us We'd love to take you home I don't really want to stop the show But I thought you might like to know That the singer's going to sing a song And he wants you all to sing along So let me introduce to you The one and only Billy Shears And Sgt. Pepper's Lonely Hearts Club Band
99;Sgt. Pepper's Lonely Hearts Club Band;With a Little Help from My Friends;(Billy Shears) What would you think if I sang out of tune Would you stand up and walk out on me Lend me your ears and I'll sing you a song And I'll try not to sing out of key Oh I get by with a little help from my friends Mm I get high with a little help from my friends Mm gonna try with a little help from my friends What do I do when my love is away Does it worry you to be alone How do I feel by the end of the day Are you sad because you're on your own No I get by with a little help from my friends Mm get high with a little help from my friends Mm gonna try with a little help from my friends Do you need anybody I need somebody to love Could it be anybody I want somebody to love Would you believe in a love at first sight Yes I'm certain that it happens all the time What do you see when you turn out the light I can't tell you but I know it's mine Oh I get by with a little help from my friends Mm get high with a little help from my friends Oh I'm gonna try with a little help from my friends Do you need anybody I just need somebody to love Could it be anybody I want somebody to love Oh I get by with a little help from my friends Mm gonna try with a little help from my friends Oh I get high with a little help from my friends Yes I get by with a little help from my friends With a little help from my friends
100;Sgt. Pepper's Lonely Hearts Club Band;Lucy in the Sky with Diamonds;Picture yourself in a boat on a river With tangerine trees and marmalade skies Somebody calls you, you answer quite slowly A girl with kaleidoscope eyes Cellophane flowers of yellow and green Towering over your head Look for the girl with the sun in her eyes And she's gone Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Aaaah Follow her down to a bridge by a fountain Where rocking horse people eat marshmallow pies Everyone smiles as you drift past the flowers That grow so incredibly high Newspaper taxis appear on the shore Waiting to take you away Climb in the back with your head in the clouds And you're gone Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Aaaah Picture yourself on a train in a station With plasticine porters with looking glass ties Suddenly someone is there at the turnstile The girl with kaleidoscope eyes Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Aaaah Lucy in the sky with diamonds...
101;Sgt. Pepper's Lonely Hearts Club Band;Getting Better;It's getting better all the time I used to get mad at my school (no I can't complain) The teachers that taught me weren't cool (no I can't complain) You're holding me down (aah) Turning me round (ooh) Filling me up with your rules (full, full) I've got to admit it's getting better (better) A little better all the time (it can't get no worse) I have to admit it's getting better (better) It's getting better since you've been mine Me used to be angry young man Me hiding me head in the sand You gave me the word I finally heard Me doing the best that I can I've got to admit it's getting better (better) A little better all the time (it can't get no worse) I have to admit it's getting better (better) It's getting better since you've been mine Getting so much better all the time It's getting better all the time (better, better, better) It's getting better all the time (better, better, better) I used to be cruel to my woman I beat her and kept her apart from the things that she loved Man I was mean but I'm changing my scene And I'm doing the best that I can I admit it's getting better (better) A little better all the time (it can't get no worse) Yes I admit it's getting better (better) It's getting better since you've been mine Getting so much better all the time It's getting better all the time (better, better, better) It's getting better all the time (better, better, better) Getting so much better all the time
102;Sgt. Pepper's Lonely Hearts Club Band;Fixing a Hole;I'm fixing a hole where the rain gets in And stops my mind from wandering where it will go I'm filling the cracks that ran through the door And kept my mind from wandering where it will go And it really doesn't matter if I'm wrong I'm right Where I belong I'm right, where I belong See the people standing there who disagree and never win And wonder why they don't get in my door I'm painting the room in a colourful way And when my mind is wandering there I will go Hey, hey, hey, hey And it really doesn't matter if I'm wrong I'm right Where I belong I'm right, where I belong Silly people run around they worry me And never ask me why they don't get past my door I'm taking the time for a number of things That weren't important yesterday and I still go I'm fixing a hole where the rain gets in And stops my mind from wandering where it will go Where it will go I'm fixing a hole where the rain gets in And stops my mind from wandering where it will go
103;Sgt. Pepper's Lonely Hearts Club Band;She's Leaving Home;Wednesday morning at five o'clock as the day begins Silently closing her bedroom door Leaving the note that she hoped would say more She goes downstairs to the kitchen Clutching her handkerchief Quietly turning the backdoor key Stepping outside she is free She (we gave her most of our lives) Is leaving (sacrificed most of our lives) Home (we gave her everything money could buy) She's leaving home after living along (bye, bye) For so many years Father snores as his wife gets into her dressing gown Picks up the letter that's lying there Standing alone at the top of the stairs She breaks down and cries to her husband Daddy, our baby's gone Why would she treat us so thoughtlessly How could she do this to me She (we never thought of ourselves) Is leaving (never a thought for ourselves) Home (we struggled hard all our lives to get by) She's leaving home after living along (bye, bye) For so many years Friday morning at nine o'clock she is far away Waiting to keep the appointment she made Meeting a man from the motor trade She (what did we do that was wrong) Is having (we didn't know it was wrong) Fun (fun is the one thing that money can't buy) Something inside that was always denied (bye, bye) For so many years She's leaving home Bye, bye
104;Sgt. Pepper's Lonely Hearts Club Band;Being for the Benefit of Mr. Kite!;For the benefit of Mr. Kite There will be a show tonight on trampoline The Hendersons will all be there Late of Pablo Fanques Fair - what a scene Over men and horses, hoops and garters Lastly through a hogshead of real fire! In this way Mr. K. will challenge the world! The celebrated Mr. K. Performs his feat on Saturday at Bishopsgate The Hendersons will dance and sing As Mr. Kite flies through the ring - don't be late Messrs. K. and H. assure the public Their production will be second to none And of course Henry The Horse dances the waltz! The band begins at ten to six When Mr. K. performs his tricks without a sound And Mr. H. will demonstrate Ten somersets he'll undertake on solid ground Having been some days in preparation A splendid time is guaranteed for all And tonight Mr. Kite is topping the bill
105;Sgt. Pepper's Lonely Hearts Club Band;Within You Without You;We were talking about the space between us all And the people who hide themselves behind a wall of illusion Never glimpse the truth - then it's far too late When they pass away We were talking about the love we all could share When we find it to try our best to hold it there With our love, with our love we could save the world If they only knew Try to realise it's all within yourself No one else can make you change And to see you're really only very small And life flows on within you and without you We were talking about the love that's gone so cold And the people who gain the world and lose their soul They don't know, they can't see Are you one of them When you've seen beyond yourself Then you may find peace of mind is waiting there And the time will come when you see we're all one And life flows on within you and without you
106;Sgt. Pepper's Lonely Hearts Club Band;When I'm Sixty-Four;When I get older losing my hair many years from now will you still be sending me a valentine birthday greeting, bottle of wine If I'd been out till quarter to three would you lock the door Will you still need me Will you still feed me When I'm sixty-four You'll be older too And if you say the word I could stay with you I could be handy mending a fuse when your light have gone You can knit a sweater by the fireside Sunday mornings, go for a ride Doing the garden, digging the weeds Who could ask for more Will you still need me Will you still feed me When I'm sixty-four Every summer we can rent a cottage on the Isle of Wight, if it's not too dear We shall scrimp and save Grandchildren on your knee Vera, Chuck, and Dave Send me a postcard, drop me a line stating point of view indicate precisely what you mean to say yours sincerely wasting away Give me your answer fill in a form mine forever more Will you still need me Will you still feed me When I'm sixty-four
107;Sgt. Pepper's Lonely Hearts Club Band;Lovely Rita;Lovely Rita meter maid nothing can come between us When it gets dark I tow your heart away Standing by a parking meter when I caught a glimpse of Rita Filling in a ticket in her little white book In a cap she looked much older And the bag across her shoulder Made her look a little like a military man Lovely Rita meter maid may I inquire discreetly When are you free to take some tea with me Took her out and tried to win her had a laugh and over dinner Told her I would really like to see her again Got the bill and Rita paid it Took her home and nearly made it Sitting on a sofa with a sister or two Lovely Rita meter maid where would I be without you give us a wink and make me think of you Lovely meter maid Rita meter maid oh, Lovely Rita meter, meter maid
108;Sgt. Pepper's Lonely Hearts Club Band;Good Morning Good Morning;Good morning good morning good morning good morning good morning, a Nothing to do to save his life call his wife in Nothing say but what a day how's your but been Nothing to do, it's up to you I've got noting to say but it's O.K. Good morning good morning good morning a Going to work don't want to go feeling low down Heading for home you start to roam then you're in town Everybody knows there's nothing doing Everything is closed, it's like a ruin Everyone you see is half asleep And you're on your own, you're in the street After a while you start to smile now you feel cool Then you decide to take a walk by the old school Nothing has changed it's still the same I've got nothing to say but it's O.K. Good morning good morning good morning a People running 'round it's five o'clock Everywhere in town it's getting dark Everyone you see is full of life It's time for tea and meet the wife Somebody needs to know the time glad that I'm here Watching the skirts you start to flirt no you're in gear Go to a show you hope she goes I've got nothing to say but it's O.K. Good morning good morning good morning good morning
109;Sgt. Pepper's Lonely Hearts Club Band;Sgt. Pepper's Lonely Hearts Club Band (Reprise);We're Sgt. Pepper's Lonely Heart's Club Band we hope you will enjoy the show Sgt. Pepper's Lonely Heart's Club Band We're sorry but it's time to go Sgt. Pepper's Lonely, Sgt. Pepper's Lonely Sgt. Pepper's Lonely, Sgt. Pepper's Lonely Sgt. Pepper's Lonely Heart's Club Band We'd like to thank you once again Sgt. Pepper's one and only Lonely Heart's Club Band It's getting very near the end Sgt. Pepper's Lonely, Sgt. Pepper's Lonely Sgt. Pepper's Lonely Heart's Club Band
110;Sgt. Pepper's Lonely Hearts Club Band;A Day in the Life;I read the news today oh boy About a lucky man who made the grade And though the news was rather sad Well I just had to laugh I saw the photograph He blew his mind out in a car He didn't notice that the lights had changed A crowd of people stood and stared They'd seen his face before Nobody was really sure If he was from the House of Lords I saw a film today oh boy The English Army had just won the war A crowd of people turned away But I just had to look Having read the book I'd love to turn you on Woke up, fell out of bed Dragged a comb across my head Found my way downstairs and drank a cup And looking up I noticed I was late Found my coat and grabbed my hat Made the bus in seconds flat Found my way upstairs and had a smoke Somebody spoke and I went into a dream I read the news today oh boy Four thousand holes in Blackburn, Lancashire And though the holes were rather small They had to count them all Now they know how many holes it takes to fill the Albert Hall I'd love to turn you on
111;Magical Mystery Tour;Back in the U.S.S.R.;Flew in from Miami Beach BOAC Didn't get to bed last night On the way the paper bag was on my knee Man I had a dreadful flight I'm back in the U.S.S.R. You don't know how lucky you are boy Back in the U.S.S.R. Been away so long I hardly knew the place Gee it's good to be back home Leave it till tomorrow to unpack my case Honey disconnect the phone I'm back in the U.S.S.R. You don't know how lucky you are boy Back in the U.S., back in the U.S., back in the U.S.S.R. Well the Ukraine girls really knock me out They leave the West behind And Moscow girls make me sing and shout That Georgia's always on my mi-mi-mi-mi-mi-mi-mind Oh come on, oh yeah... I'm back in the U.S.S.R. You don't know how lucky you are boys Back in the U.S.S.R. Well the Ukraine girls really knock me out They leave the West behind And Moscow girls make me sing and shout That Georgia's always on my mi-mi-mi-mi-mi-mi-mind Oooh show me round your snow peaked mountains way down south Take me to your daddy's farm Let me hear your balalaika's ringing out Come and keep your comrade warm I'm back in the U.S.S.R. You don't know how lucky you are boys Back in the U.S.S.R. [Oh let me tell you honey Hey I'm back...]
112;Magical Mystery Tour;Dear Prudence;Dear Prudence won't you come out to play Dear Prudence greet the brand new day The sun is up, the sky is blue It's beautiful and so are you Dear Prudence won't you come out to play Dear Prudence open up your eyes Dear Prudence see the sunny skies The wind is low the birds will sing That you are part of everything Dear Prudence won't you open up your eyes Look around round Look around round round Look around Dear Prudence let me see you smile Dear Prudence like a little child The clouds will be a daisy chain So let me see you smile again Dear Prudence won't you let me see you smile Dear Prudence won't you come out to play Dear Prudence greet the brand new day The sun is up, the sky is blue It's beautiful and so are you Dear Prudence won't you come out to play
113;Magical Mystery Tour;Glass Onion;I told you about strawberry fields You know the place where nothing is real Well here's another place you can go Where everything flows Looking through the bent backed tulips To see how the other half live Looking through a glass onion I told you about the walrus and me - man You know that we're as close as can be - man Well here's another clue for you all The walrus was Paul Standing on the cast iron shore - yeah Lady Madonna trying to make ends meet - yeah Looking through a glass onion Oh yeah, oh yeah, oh yeah Looking trough a glass onion I told you about the fool on the hill I tell you man he living there still Well here's another place you can be Listen to me Fixing a hole in the ocean Trying to make a dove-tail joint - yeah Looking through a glass onion
114;Magical Mystery Tour;Ob-La-Di, Ob-La-Da;Desmond has a barrow in the market place Molly is a singer in a band Desmond says to Molly 'girl I like your face' And Molly says this as she takes him by the hand Obladi Oblada life goes on bra Lala how the life goes on Obladi Oblada life goes on bra Lala how the life goes on Desmond takes a trolley to the jewellers stores Buys a twenty carat golden ring Takes it back to Molly waiting at the door And as he gives it to her she begins to sing Obladi Oblada life goes on bra Lala how the life goes on Obladi Oblada life goes on bra Lala how the life goes on In a couple of years they have built A home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones Happy ever after in the market place Desmond lets the children lend a hand Molly stays at home and does her pretty face And in the evening she still sings it with the band Yes Obladi Oblada life goes on bra Lala how the life goes on Hey Obladi Oblada life goes on bra Lala how the life goes on In a couple of years they have built A home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones Happy ever after in the market place Molly lets the children lend a hand Desmond stays at home and does his pretty face And in the evening she's a singer with the band Yeah Obladi Oblada life goes on bra Lala how the life goes on Hey Obladi Oblada life goes on bra Lala how the life goes on And if you want some fun take Obladi-Blada Thank you
115;Magical Mystery Tour;Wild Honey Pie;Honey pie, honey pie Honey pie, honey pie Honey pie, honey pie Honey pie, honey pie I love you honey pie
116;Magical Mystery Tour;The Continuing Story of Bungalow Bill;Hey Bungalow Bill what did you kill Bungalow Bill Hey Bungalow Bill what did you kill Bungalow Bill He went out tiger hunting with his elephant and gun In case of accidents he always took his mom He's the all American bullet-headed Saxon mother's son All the children sing Hey Bungalow Bill what did you kill Bungalow Bill Hey Bungalow Bill what did you kill Bungalow Bill Deep in the jungle where the mighty tiger lies Bill and his elephants were taken by surprise So Captain Marvel zapped in right between the eyes All the children sing Hey Bungalow Bill what did you kill Bungalow Bill Hey Bungalow Bill what did you kill Bungalow Bill The children asked him if to kill was not a sin Not when he looked so fierce, his mummy butted in If looks could kill it would have been us instead of him All the children sing Hey Bungalow Bill what did you kill Bungalow Bill Hey Bungalow Bill what did you kill Bungalow Bill
117;Magical Mystery Tour;While My Guitar Gently Weeps;I look at you all see the love there that's sleeping While my guitar gently weeps I look at the floor and I see it needs sweeping Still my guitar gently weeps I don't know why nobody told you how to unfold your love I don't know how someone controlled you they bought and sold you I look at the world and I notice it's turning While my guitar gently weeps With every mistake we must surely be learning Still my guitar gently weeps I don't know how you were diverted you were perverted too I don't know how you were inverted no one alerted you I look at you all see the love there that's sleeping While my guitar gently weeps Look at you all... Still my guitar gently weeps
118;Magical Mystery Tour;Happiness Is a Warm Gun;She's not a girl who misses much Do do do do do do do do ooh yeah She's well acquainted with the touch of the velvet hand Like a lizard on a window pane The man in the crowd with the multicoloured mirrors on his hobnail boots Lying with his eyes while his hands are busy working overtime A soap impression of his wife which he ate and donated to the National Trust I need a fix 'cause I'm going down Down to the bits that I left uptown I need a fix 'cause I'm going down Mother Superior jump the gun, Mother Superior jump the gun Mother Superior jump the gun, Mother Superior jump the gun Mother Superior jump the gun, Mother Superior jump the gun Happiness is a warm gun Happiness is a warm gun mama When I hold you in my arms And I feel my finger on your trigger I know nobody can do me no harm Because happiness is a warm gun mama Happiness is a warm gun yes it is Happiness is a warm yes it is gun But don't you know that happiness is a warm gun mama
119;Magical Mystery Tour;Martha My Dear;Martha my dear Though I spend my days in conversation Please remember me Martha my love Don't forget me Martha my dear Hold your head up you silly girl look what you've done When you find yourself in the thick of it Help yourself to a bit of what is all around you Silly girl Take a good look around you Take a good look you're bound to see That you and me were meant to be for each other Silly girl Hold your hand out you silly girl see what you've done When you find yourself in the thick of it Help yourself to a bit of what is all around you Silly girl Martha my dear You have always been my inspiration Please be good to me Martha my love Don't forget me Martha my dear
120;Magical Mystery Tour;I'm So Tired;I'm so tired, I haven't slept a wink I'm so tired, my mind is on the blink I wonder should I get up and fix myself a drink No, no, no I'm so tired, I don't know what to do I'm so tired, my mind is set on you I wonder should I call you but I know what you would do You'd say I'm putting you on But it's no joke it's doing me harm You know I can't sleep, I can't stop my brain You know it's three weeks, I'm going insane You know I'd give you everything I've got for a little peace of mind I'm so tired, I'm feeling so upset Although I'm so tired I'll have another cigarette And curse Sir Walter Raleigh He was such a stupid git You'd say I'm putting you on But it's no joke it's doing me harm You know I can't sleep, I can't stop my brain You know it's three weeks, I'm going insane You know I'd give you everything I've got for a little peace of mind I'd give you everything I've got for a little peace of mind I'd give you everything I've got for a little peace of mind
121;Magical Mystery Tour;Blackbird;Blackbird singing in the dead of night Take these broken wings and learn to fly All your life You were only waiting for this moment to arise Blackbird singing in the dead of night Take these sunken eyes and learn to see All your life You were only waiting for this moment to be free Blackbird fly, blackbird fly Into the light of the dark black night Blackbird fly, blackbird fly Into the light of the dark black night Blackbird singing in the dead of night Take these broken wings and learn to fly All your life You were only waiting for this moment to arise You were only waiting for this moment to arise You were only waiting for this moment to arise
122;The Beatles (white album);Piggies;Have you seen the little piggies crawling in the dirt And for all the little piggies life is getting worse Always having dirt to play around in Have you seen the bigger piggies in their starched white shirts You will find the bigger piggies stirring up the dirt Always have clean shirts to play around in In their sties with all their backing They don't care what goes on around In their eyes there's something lacking What they need's a damn good whacking Everywhere there's lots of piggies living piggy lives You can see them out for dinner with their piggy wives Clutching forks and knives to eat their bacon [One more time]
123;The Beatles (white album);Rocky Raccoon;Now somewhere in the black mountain hills of Dakota There lived a young boy named Rocky Raccoon And one day his woman ran off with another guy Hit young Rocky in the eye, Rocky didn't like that He said I'm gonna get that boy So one day he walked into town Booked himself a room in the local saloon Rocky Raccoon checked into his room Only to find Gideon's bible Rocky had come equipped with a gun To shoot off the legs of his rival His rival it seems had broken his dreams By stealing the girl of his fancy Her name was Magil and she called herself Lil But everyone knew her as Nancy Now she and her man who called himself Dan Were in the next room at the hoe down Rocky burst in and grinning a grin He said Danny boy this is a showdown But Daniel was hot - he drew first and shot And Rocky collapsed in the corner Now the doctor came in stinking of gin And proceeded to lie on the table He said Rocky you met your match And Rocky said, doc it's only a scratch And I'll be better, I'll be better doc as soon as I am able Now Rocky Raccoon he fell back in his room Only to find Gideon's bible Gideon checked out and he left it no doubt To help with good Rocky's revival
124;The Beatles (white album);Don't Pass Me By;I listen for your footsteps coming up the drive Listen for your footsteps but they don't arrive Waiting for your knock dear on my old front door I don't hear it - does it mean you don't love me any more I hear the clock a'ticking on the mantel shelf See the hands a'moving but I'm by myself I wonder where you are tonight and why I'm by myself I don't see you - does it mean you don't love me any more Don't pass me by don't make me cry don't make me blue 'Cause you know darling I love only you You'll never know it hurt me so how I hate to see you go Don't pass me by, don't make me cry I'm sorry that I doubted you I was so unfair You were in a car crash and you lost your hair You said that you would be late about an hour or two I said that's alright I'm waiting here just waiting to hear from you Don't pass me by don't make me cry don't make me blue 'Cause you know darling I love only you You'll never know it hurt me so how I hate to see you go Don't pass me by, don't make me cry [One, two, three, four, five, six, seven...] Don't pass me by don't make me cry don't make me blue 'Cause you know darling I love only you You'll never know it hurt me so how I hate to see you go Don't pass me by, don't make me cry
125;The Beatles (white album);Why Don't We Do It in the Road?;Why don't we do it in the road Why don't we do it in the road Why don't we do it in the road Why don't we do it in the road No one will be watching us Why don't we do it in the road Why don't we do it in the road Why don't we do it in the road Why don't we do it in the road Why don't we do it in the road No one will be watching us Why don't we do it in the road Why don't we do it in the road Why don't we do it in the road Why don't we do it, do it in the road Why don't we do it in the road No one will be watching us Why don't we do it in the road
126;The Beatles (white album);I Will;Who knows how long I've loved you You know I love you still Will I wait a lonely lifetime If you want me to - I will For if I ever saw you I didn't catch your name But it never really mattered I will always feel the same Love you forever and forever Love you with all my heart Love you whenever we're together Love you when we're apart And when at last I find you Your song will fill the air Sing it loud so I can hear you Make it easy to be near you For the things you do endear you to me Ah you know I will, I will
127;The Beatles (white album);Julia;Half of what I say is meaningless But I say it just to rich you, Julia Julia, Julia, ocean child, calls me So I sing a song of love, Julia Julia, sea-shell eyes, windy smile, calls me So I sing a song of love, Julia Her hair of floating sky is shimmering, glimmering in the sun Julia, Julia, morning moon, touch me So I sing a song of love, Julia When I cannot sing my heart I can only speak my mind, Julia Julia, sleeping sand, silent cloud, touch me So I sing a song of love, Julia Hum hum hum... calls me So I sing a song of love for Julia, Julia, Julia
128;The Beatles (white album);Birthday;You say it's your birthday Well it's my birthday too yeah They say it's your birthday We're gonna have a good time I'm glad it's your birthday Happy birthday to you Yes we're going to a party party Yes we're going to a party party Yes we're going to a party party I would like you to dance (birthday) Take a cha-cha-cha-chance (birthday) I would like you to dance (birthday) Dance I would like you to dance (birthday) Take a cha-cha-cha-chance (birthday) I would like you to dance (birthday) Dance You say it's your birthday Well it's my birthday too yeah You say it's your birthday We're gonna have a good time I'm glad it's your birthday Happy birthday to you
129;The Beatles (white album);Yer Blues;[...two, three] Yes I'm lonely wanna die Yes I'm lonely wanna die If I ain't dead already Ooh girl you know the reason why In the morning wanna die In the evening wanna die If I ain't dead already Ooh girl you know the reason why My mother was of the sky My father was of the earth But I am of the universe And you know what it's worth I'm lonely wanna die If I ain't dead already Ooh girl you know the reason why The eagle picks my eye The worm he licks my bone I feel so suicidal Just like Dylan's Mr. Jones Lonely wanna die If I ain't dead already Ooh girl you know the reason why Black cloud crossed my mind Blue mist round my soul Feel so suicidal Even hate my rock and roll Wanna die yeah wanna die If I ain't dead already Ooh girl you know the reason why [Yes I'm lonely wanna die...]
130;The Beatles (white album);Mother Nature's Son;Born a poor young country boy Mother Nature's Son All day long I'm sitting singing songs for every one Sit beside a mountain stream See her waters rise Listen to the pretty sound of music as she flies tu tu tu, tu, du tu Find me in my field of grass Mother Nature's Son swaying daisies sing a lazy song beneath the sun tu tu, yeah yeah yeah Ooo Ooo Ah, Mother Nature's Son
131;The Beatles (white album);Everybody's Got Something to Hide Except Me and My Monkey;Come on, come on Come on, come on Come on is such a joy Come on is such a joy Come on is take it easy Come on is take it easy Take it easy, take it easy Everybody's got something to hide except for me and my monkey The deeper you go the higher you fly The higher you fly the deeper you go So come on, come on Come on is such a joy Come on is such a joy Come on is make it easy Come on is take it easy Take it easy, take it easy Everybody's got something to hide except for me and my monkey Your inside is out when your outside is in Your outside is in when your inside is out So come on, come on Come on is such a joy Come on is such a joy Come on is make it easy Come on is make it easy Make it easy, take it easy Everybody's got something to hide except for me and my monkey, hey Come on, come on, come on, come on...
132;The Beatles (white album);Sexy Sadie;Sexy Sadie what have you done You made a fool of everyone You made a fool of everyone Sexy Sadie ooh what have you done Sexy Sadie you broke the rules You laid it down for all to see You laid it down for all to see Sexy Sadie oooh you broke the rules One sunny day the world was waiting for a lover She came along to turn on everyone Sexy Sadie the greatest of them all Sexy Sadie how did you know The world was waiting just for you The world was waiting just for you Sexy Sadie oooh how did you know Sexy Sadie you'll get yours yet However big you think you are However big you think you are Sexy Sadie oooh you'll get yours yet We gave her everything we owned just to sit at her table Just a smile would lighten everything Sexy Sadie she's the latest and the greatest of them all She made a fool of everyone, Sexy Sadie However big you think you are
133;The Beatles (white album);Helter Skelter;When I get to the bottom I go back to the top of the slide Where I stop and I turn and I go for a ride Till I get to the bottom and I see you again Yeah yeah yeah Do you, don't you want me to love you I'm coming down fast but I'm miles above you Tell me, tell me, tell me, come on tell me the answer You may be a lover but you ain't no dancer Helter skelter, helter skelter, helter skelter yeah Will you, won't want me to make you I'm coming down fast but don't let me break you Tell me, tell me, tell me the answer You may be a lover but you ain't no dancer Look out helter skelter, helter skelter, helter skelter Look out 'cause here she comes When I get to the bottom I go back to the top of the slide And I stop and I turn and I go for a ride And I get to the bottom and I see you again Yeah yeah yeah Well do you, don't want me to make you I'm coming down fast but don't let me break you Tell me, tell me, tell me your answer You may be a lover but you ain't no dancer Look out helter skelter, helter skelter, helter skelter Look out helter skelter, she's coming down fast Yes she is, yes she is coming down fast [I got blisters on my fingers!]
134;The Beatles (white album);Long, Long, Long;It's been a long long long time How could I ever have lost you When I loved you It took a long long long time Now I'm so happy I found you How I love you So many tears I was searching So many tears I was wasting oh oh Now I can see you, be you How can I ever misplace you How I want you Oh I love you You know that I need you Ooh I love you
135;The Beatles (white album);Revolution 1;
136;The Beatles (white album);Honey Pie;She was a working girl North of England way Now she's hit the big time In the U.S.A. And if she could only hear me This is what I'd say Honey pie, you are making me crazy I'm in love but I'm lazy So won't you please come home Oh honey pie, my position is tragic Come and show me the magic Of your Hollywood song You became a legend of the silver screen And now the thought of meeting you Makes me weak in the knee Oh honey pie, you are driving me frantic Sail across the Atlantic To be where you belong Will the wind that blew her boat Across the sea Kindly send her sailing back to me Honey pie, you are making me crazy I'm in love but I'm lazy So won't you please come home
